	Corr	p_val
akt.adapB_single.akt__X17.AAG	0.123775651462559	0.448924441142192
akt.adapB_single.akt__X5.FU	0.175609185400046	0.325601359061078
akt.adapB_single.akt__X5.FdUR	0.203337896036636	0.263854803968668
akt.adapB_single.akt__AG1478	-0.0862970759976443	0.623586063791505
akt.adapB_single.akt__Sigma.AKT1.2.inhibitor	0.647512747931027	8.634053862977e-07
akt.adapB_single.akt__Triciribine	0.249124450801791	0.171065200791363
akt.adapB_single.akt__AS.252424	0.306883415873678	0.0610503810092877
akt.adapB_single.akt__AZD6244	-0.351325355729452	0.0216603206186901
akt.adapB_single.akt__BEZ235	0.270640081937853	0.127475016738387
akt.adapB_single.akt__BIBW2992	-0.015209761201919	0.947939161881691
akt.adapB_single.akt__Baicalein	-0.183072559626176	0.279736258988056
akt.adapB_single.akt__Bortezomib	-0.0380869003323684	0.836736950775992
akt.adapB_single.akt__CGC.11047	-0.452272499533414	0.00363597574218488
akt.adapB_single.akt__CGC.11144	0.117134906308137	0.517007630147195
akt.adapB_single.akt__CPT.11	0.0016417666022592	0.989403844486097
akt.adapB_single.akt__Carboplatin	-0.170294631728957	0.329038979456401
akt.adapB_single.akt__Cisplatin	-0.314350807335148	0.0448650700386009
akt.adapB_single.akt__Disulfiram	0.0962529367412571	0.562370797508978
akt.adapB_single.akt__Docetaxel	-0.428317351898236	0.0173273442678155
akt.adapB_single.akt__Doxorubicin	0.106935389014676	0.533293852333043
akt.adapB_single.akt__ERKi.II..FR180304.	0.158662887776728	0.340405979118062
akt.adapB_single.akt__Epirubicin	0.0526491733912582	0.768497924083122
akt.adapB_single.akt__Erlotinib	-0.23029469226828	0.210071964911474
akt.adapB_single.akt__Etoposide	-0.149359886201991	0.406606471294146
akt.adapB_single.akt__Everolimus	0.512072133118172	0.00166245763722506
akt.adapB_single.akt__FTase.inhibitor.I	0.180632577102334	0.242292100013383
akt.adapB_single.akt__Fascaplysin	0.456789481282877	0.0157203072877139
akt.adapB_single.akt__GSK923295	0.187807818880299	0.229461236821757
akt.adapB_single.akt__GSK1070916	-0.435591561272489	0.0131656634095354
akt.adapB_single.akt__GSK1120212	-0.490833827255268	0.00129542413051853
akt.adapB_single.akt__GSK1059868	0.365719374512486	0.0374552133984121
akt.adapB_single.akt__GSK1838705	-0.0869477201376692	0.599868415990251
akt.adapB_single.akt__GSK461364	-0.255088642367868	0.136800826013737
akt.adapB_single.akt__GSK2119563	0.292959460784867	0.0901611824621904
akt.adapB_single.akt__GSK2126458	0.338917855807786	0.0520642745962034
akt.adapB_single.akt__GSK2141795	0.409216716130651	0.016923228587401
akt.adapB_single.akt__GSK1059615	0.263996069643279	0.13886207407151
akt.adapB_single.akt__GSK650394	-0.100643171486623	0.565647863337338
akt.adapB_single.akt__Lapatinib	0.241472759077811	0.19444348336386
akt.adapB_single.akt__Geldanamycin	-0.235306044239068	0.160342764105956
akt.adapB_single.akt__Gemcitabine	-0.0432213590108327	0.786629548912164
akt.adapB_single.akt__Glycyl.H1152	-0.118090095862255	0.514475819926463
akt.adapB_single.akt__ICRF.193	0.105413336438863	0.578016271555598
akt.adapB_single.akt__IKK.16	-0.154665178388305	0.346128541317706
akt.adapB_single.akt__Ibandronate.sodium.salt	-0.0918244522380952	0.594714983107287
akt.adapB_single.akt__Imatinib	0.17339346442363	0.293795285110746
akt.adapB_single.akt__Gefitinib	0.0406007451246915	0.82836450172471
akt.adapB_single.akt__Ixabepilone	-0.166253237797139	0.305181365315038
akt.adapB_single.akt__LBH589	0.449042528771083	0.00863203752209807
akt.adapB_single.akt__Lestaurtinib.CEP.701.	-0.117331586508124	0.48850400498507
akt.adapB_single.akt__MG.132	-0.278057758111484	0.144830130388234
akt.adapB_single.akt__MLN4924	0.147969796693569	0.381011310813888
akt.adapB_single.akt__Mebendazole	0.109797305032884	0.525594962482754
akt.adapB_single.akt__Methotrexate	0.1775272365234	0.2779974184331
akt.adapB_single.akt__NSC663284	0.0241939927546632	0.888758592487901
akt.adapB_single.akt__NU6102	-0.35888458552929	0.0260858157113617
akt.adapB_single.akt__Nelfinavir	0.084208714220671	0.603621783284211
akt.adapB_single.akt__Nutlin.3a	0.206341234689362	0.265485457783933
akt.adapB_single.akt__Olomoucine.II	-0.153163638412302	0.408660361299867
akt.adapB_single.akt__Oxaliplatin	0.0689375925343794	0.671482077311159
akt.adapB_single.akt__Oxamflatin	0.199890550088087	0.28131707419349
akt.adapB_single.akt__PD98059	0.339036283561757	0.0480179443652409
akt.adapB_single.akt__PF.2341066	-0.265666923334182	0.116373203152634
akt.adapB_single.akt__PF.3084014	0.285160935674168	0.0707651364756257
akt.adapB_single.akt__PF.3814735	-0.528811093744531	0.000616555883645065
akt.adapB_single.akt__PF.4691502	0.499047777097816	0.00184707140250295
akt.adapB_single.akt__Paclitaxel	-0.249810162130678	0.163482891956658
akt.adapB_single.akt__Pemetrexed	0.148019019574126	0.357204266219756
akt.adapB_single.akt__Purvalanol.A	0.0761793914929391	0.665338757733428
akt.adapB_single.akt__L.779450	-0.196186191972258	0.225446212095885
akt.adapB_single.akt__Rapamycin	0.452610990066616	0.00943068932738478
akt.adapB_single.akt__Vorinostat	0.35230384262828	0.0550879666919957
akt.adapB_single.akt__SB.3CT	-0.0553222479716057	0.752538664974217
akt.adapB_single.akt__Ispinesib	-0.216032834648181	0.198474618244202
akt.adapB_single.akt__Bosutinib	-0.409365740873254	0.0132092200580221
akt.adapB_single.akt__Sorafenib	0.0460835433704854	0.81268749455772
akt.adapB_single.akt__Sunitinib.Malate	-0.437777928762303	0.0121571261051221
akt.adapB_single.akt__TCS.PIM.11	-0.126120983929331	0.408145175247314
akt.adapB_single.akt__TCS2312.dihydrochloride	-0.0600952372931463	0.723823783191905
akt.adapB_single.akt__Topotecan	0.10712102814558	0.572687690397537
akt.adapB_single.akt__Tamoxifen	0.254139571412587	0.12396159908601
akt.adapB_single.akt__Temsirolimus	0.39767474826338	0.0460201188935432
akt.adapB_single.akt__Trichostatin.A	0.382832272434059	0.0387724846419324
akt.adapB_single.akt__Tykerb.IGF1R..1.1.	0.0923421956496845	0.636308993059505
akt.adapB_single.akt__VX.680	-0.234965803439536	0.173742799474241
akt.adapB_single.akt__Valproic.acid	0.335503638954878	0.0755197806151542
akt.adapB_single.akt__Velcade	0.0270359033840545	0.886699659447672
akt.adapB_single.akt__Vinorelbine	-0.0713136397409188	0.670546396958329
akt.adapB_single.akt__XRP44X	0.111513171535791	0.498311012478371
akt.adapB_single.akt__ZM447439	0.0693792088148507	0.714506769838795
akt.adap_adap_single.akt__X17.AAG	-0.0285636118759752	0.868525689414678
akt.adap_adap_single.akt__X5.FU	0.0751763832164951	0.678421857897417
akt.adap_adap_single.akt__X5.FdUR	0.0645690843173387	0.694573214486915
akt.adap_adap_single.akt__AG1478	-0.101317585120387	0.584143013373127
akt.adap_adap_single.akt__Sigma.AKT1.2.inhibitor	0.622010640042601	3.64354812920631e-06
akt.adap_adap_single.akt__Triciribine	0.119038006534761	0.491484702110524
akt.adap_adap_single.akt__AS.252424	0.281291491786861	0.0928676810234248
akt.adap_adap_single.akt__AZD6244	-0.415660986296923	0.00753996615980901
akt.adap_adap_single.akt__BEZ235	0.254913698798221	0.167873440870703
akt.adap_adap_single.akt__BIBW2992	0.0137054991050259	0.958472157822443
akt.adap_adap_single.akt__Baicalein	-0.222526978293534	0.212131617564939
akt.adap_adap_single.akt__Bortezomib	-0.048046405879051	0.778632539598317
akt.adap_adap_single.akt__CGC.11047	-0.392651080055979	0.013650258854718
akt.adap_adap_single.akt__CGC.11144	0.105694764205441	0.512272931872266
akt.adap_adap_single.akt__CPT.11	-0.290483237493061	0.109510584040972
akt.adap_adap_single.akt__Carboplatin	-0.273666105566807	0.098506474854049
akt.adap_adap_single.akt__Cisplatin	-0.335307527824158	0.0293318502913225
akt.adap_adap_single.akt__Disulfiram	0.112255286025784	0.531815475802586
akt.adap_adap_single.akt__Docetaxel	-0.536582507569081	0.00307781680046504
akt.adap_adap_single.akt__Doxorubicin	-0.0652045054967535	0.71679657902685
akt.adap_adap_single.akt__ERKi.II..FR180304.	0.195845067202043	0.284950164055956
akt.adap_adap_single.akt__Epirubicin	-0.264081568121231	0.152632739060647
akt.adap_adap_single.akt__Erlotinib	-0.313184448527962	0.101260778834731
akt.adap_adap_single.akt__Etoposide	-0.30977130977131	0.0814260217351754
akt.adap_adap_single.akt__Everolimus	0.469132034817305	0.00618037557602347
akt.adap_adap_single.akt__FTase.inhibitor.I	0.0568353378549039	0.735863724158527
akt.adap_adap_single.akt__Fascaplysin	0.525860692087932	0.0019143623537814
akt.adap_adap_single.akt__GSK923295	0.113275694954027	0.514305264301654
akt.adap_adap_single.akt__GSK1070916	-0.520192635861342	0.000631412185108093
akt.adap_adap_single.akt__GSK1120212	-0.520809295602147	0.0018272603663072
akt.adap_adap_single.akt__GSK1059868	0.494985326750103	0.00268361842496101
akt.adap_adap_single.akt__GSK1838705	-0.0831013716333253	0.629632812970135
akt.adap_adap_single.akt__GSK461364	-0.411578028290669	0.0270888887530909
akt.adap_adap_single.akt__GSK2119563	0.229893205059583	0.169171733277869
akt.adap_adap_single.akt__GSK2126458	0.334058818448535	0.0657694277465513
akt.adap_adap_single.akt__GSK2141795	0.519405300279075	0.0142260002432728
akt.adap_adap_single.akt__GSK1059615	0.253160410068368	0.137625750261551
akt.adap_adap_single.akt__GSK650394	-0.33787350427652	0.0506619671608095
akt.adap_adap_single.akt__Lapatinib	0.280492947312867	0.14056487693746
akt.adap_adap_single.akt__Geldanamycin	-0.252721121523543	0.135187430196402
akt.adap_adap_single.akt__Gemcitabine	-0.186781923624029	0.278156470269702
akt.adap_adap_single.akt__Glycyl.H1152	-0.123120302785394	0.463268804203215
akt.adap_adap_single.akt__ICRF.193	-0.0984509260367599	0.579674273579547
akt.adap_adap_single.akt__IKK.16	-0.364808083807197	0.0258726106521405
akt.adap_adap_single.akt__Ibandronate.sodium.salt	-0.018824559934389	0.915474011595376
akt.adap_adap_single.akt__Imatinib	0.174001151798947	0.307093162886217
akt.adap_adap_single.akt__Gefitinib	-0.00688550648313482	0.969321417289178
akt.adap_adap_single.akt__Ixabepilone	-0.164228228810572	0.329454464310045
akt.adap_adap_single.akt__LBH589	0.482006305638884	0.00777851106150806
akt.adap_adap_single.akt__Lestaurtinib.CEP.701.	-0.277568006888622	0.0982303932655861
akt.adap_adap_single.akt__MG.132	-0.409319991898014	0.0147276417992457
akt.adap_adap_single.akt__MLN4924	0.0274707240903002	0.876499933159516
akt.adap_adap_single.akt__Mebendazole	0.0846471531108217	0.610307166635214
akt.adap_adap_single.akt__Methotrexate	0.112025009748795	0.471952259539272
akt.adap_adap_single.akt__NSC663284	-0.109475080337843	0.502987917126759
akt.adap_adap_single.akt__NU6102	-0.465386844413421	0.00652461291749828
akt.adap_adap_single.akt__Nelfinavir	0.116113879235956	0.489177385232663
akt.adap_adap_single.akt__Nutlin.3a	0.0807334138671682	0.675547676348333
