	Corr	p_val
akt_100_gene_list.adapB_single.akt__X4EBP1	0.131195973	0.393628166
akt_100_gene_list.adapB_single.akt__X4EBP1p37	0.117408907	0.450326724
akt_100_gene_list.adapB_single.akt__AcCoAp	0.308458256	0.057082547
akt_100_gene_list.adapB_single.akt__Akt	0.436043331	0.011386228
akt_100_gene_list.adapB_single.akt__Aktp308	-0.07626655	0.668910774
akt_100_gene_list.adapB_single.akt__Aktp473	-0.131633658	0.471583283
akt_100_gene_list.adapB_single.akt__AMPKp	0.161396214	0.323012014
akt_100_gene_list.adapB_single.akt__B.Catenin	-0.254404202	0.104316725
akt_100_gene_list.adapB_single.akt__Bcl2	0.048254732	0.805771113
akt_100_gene_list.adapB_single.akt__Caveolin.1	-0.446547762	0.007307635
akt_100_gene_list.adapB_single.akt__CCNB1	-0.334719335	0.046742442
akt_100_gene_list.adapB_single.akt__CCND1	0.208447314	0.187718745
akt_100_gene_list.adapB_single.akt__CD31	0.343910712	0.065891325
akt_100_gene_list.adapB_single.akt__cJUN	-0.445672393	0.012528363
akt_100_gene_list.adapB_single.akt__cleaved.caspase.7	0.018273334	0.938035975
akt_100_gene_list.adapB_single.akt__Collagen.VI	-0.057664952	0.770989541
akt_100_gene_list.adapB_single.akt__E.cadherin	0.216106795	0.192325647
akt_100_gene_list.adapB_single.akt__EGFR	-0.234927235	0.151735538
akt_100_gene_list.adapB_single.akt__EGFRp1068	-0.021774811	0.899159176
akt_100_gene_list.adapB_single.akt__ER	0.602582339	0.000850943
akt_100_gene_list.adapB_single.akt__ERK2	-0.262282525	0.117610269
akt_100_gene_list.adapB_single.akt__Fortilin	-0.238866397	0.123486529
akt_100_gene_list.adapB_single.akt__GSK3	0.375642849	0.029341008
akt_100_gene_list.adapB_single.akt__GSK3p21.9	0.236459131	0.211685928
akt_100_gene_list.adapB_single.akt__IGFR1	0.052193894	0.748000858
akt_100_gene_list.adapB_single.akt__JNK	-0.040376409	0.821618746
akt_100_gene_list.adapB_single.akt__JNKp183.5	-0.062260641	0.706395273
akt_100_gene_list.adapB_single.akt__MAPKp	-0.388554546	0.021258087
akt_100_gene_list.adapB_single.akt__MEK1	-0.069920123	0.685292826
akt_100_gene_list.adapB_single.akt__mTor	0.27585075	0.092343925
akt_100_gene_list.adapB_single.akt__p110alpha	0.08195645	0.646335676
akt_100_gene_list.adapB_single.akt__p21	-0.128569865	0.476109706
akt_100_gene_list.adapB_single.akt__p38	0.023306708	0.926813895
akt_100_gene_list.adapB_single.akt__p38p	-0.535616588	0.004242641
akt_100_gene_list.adapB_single.akt__p53	-0.134478608	0.435978677
akt_100_gene_list.adapB_single.akt__p70S6.Kinase	0.479811796	0.003667179
akt_100_gene_list.adapB_single.akt__p70S6Kp389	0.242149032	0.144381591
akt_100_gene_list.adapB_single.akt__PAI1	-0.327935223	0.075930399
akt_100_gene_list.adapB_single.akt__PDK1	0.526425211	0.000526174
akt_100_gene_list.adapB_single.akt__PDK1p241	0.568224095	0.000463205
akt_100_gene_list.adapB_single.akt__PKCalphap657	-0.26928548	0.134200682
akt_100_gene_list.adapB_single.akt__PKCalpha	-0.244556297	0.17824074
akt_100_gene_list.adapB_single.akt__PR	0.508917825	0.000866675
akt_100_gene_list.adapB_single.akt__PTEN	0.42181858	0.003738829
akt_100_gene_list.adapB_single.akt__Rab25	0.357697779	0.048275134
akt_100_gene_list.adapB_single.akt__Rb	0.079549185	0.637577958
akt_100_gene_list.adapB_single.akt__S6p235.236	0.073640442	0.682493724
akt_100_gene_list.adapB_single.akt__S6p240.244	0.091147828	0.600279607
akt_100_gene_list.adapB_single.akt__src	-0.050224313	0.769327908
akt_100_gene_list.adapB_single.akt__srcp416	0.098369625	0.55629134
akt_100_gene_list.adapB_single.akt__srcp527	-0.10734216	0.545602928
akt_100_gene_list.adapB_single.akt__stat3	-0.299923405	0.056084875
akt_100_gene_list.adapB_single.akt__stat3p705	-0.289418974	0.150311249
akt_100_gene_list.adapB_single.akt__TSC2	0.281759492	0.099067128
akt_100_gene_list.adapB_single.akt__VEGFR2	-0.262501368	0.117190384
akt_100_gene_list.adapB_single.akt__COMT	0.375861692	0.023743245
akt_100_gene_list.adapB_single.akt__ERp118	0.682240945	0.000387965
akt_100_gene_list.adapB_single.akt__Stathmin	-0.064886749	0.711180539
akt_100_gene_list.adapB_single.akt__Telomerase	-0.441514389	0.002342877
akt_100_gene_list.adapB_single.akt__YB1	-0.374548638	0.029403615
akt_100_gene_list.adapB_single.akt__CCNE1	-0.092023197	0.578360302
akt_100_gene_list.adapB_single.akt__AR	0.431447642	0.002039642
akt_100_gene_list.adapB_single.akt__GATA3	0.305394463	0.092437605
akt_100_gene_list.adapB_single.akt__NOTCH3	0.126381442	0.483463958
akt_100_gene_list.adapB_single.akt__IGFBP2	0.605646132	6.76E-05
akt_100_gene_list.adapB_single.akt__FGFR1	-0.147390305	0.401853869
akt_100_gene_list.adapB_single.akt__HER2	0.446766605	0.009268062
akt_100_gene_list.adapB_single.akt__HER2p1248	0.511981617	0.004042795
akt_100_gene_list.adapB_single.akt__EN1	-0.23820987	0.15101862
akt_100_gene_list.adapB_single.akt__EIG121	0.52358026	0.002010484
akt_100_gene_list.adap_adap_single.akt__X4EBP1	0.162709268	0.289936907
akt_100_gene_list.adap_adap_single.akt__X4EBP1p37	0.111281322	0.474169825
akt_100_gene_list.adap_adap_single.akt__AcCoAp	0.38702265	0.027029777
akt_100_gene_list.adap_adap_single.akt__Akt	0.50279024	0.004496979
akt_100_gene_list.adap_adap_single.akt__Aktp308	-0.175402123	0.325835785
akt_100_gene_list.adap_adap_single.akt__Aktp473	-0.234270708	0.19211425
akt_100_gene_list.adap_adap_single.akt__AMPKp	0.204508152	0.238636067
akt_100_gene_list.adap_adap_single.akt__B.Catenin	-0.345223766	0.022591405
akt_100_gene_list.adap_adap_single.akt__Bcl2	0.107779845	0.563697797
akt_100_gene_list.adap_adap_single.akt__Caveolin.1	-0.571069045	0.000129169
akt_100_gene_list.adap_adap_single.akt__CCNB1	-0.389211073	0.020329309
